Row Number,Publisher,Title,Author,Description,URL,Published At
334,Chicago Tribune,Longtime Chicago mob attorney Joe ‘The Shark’ Lopez suspended by federal court after bashing former drug client ‘King Rudy’ for flipping,Jason Meisner,"Two months after being accused of badmouthing a former drug client on social media for turning government informant, longtime Chicago defense attorney Joseph “The Shark” Lopez was suspended",https://www.chicagotribune.com/news/criminal-justice/ct-attorney-joe-the-shark-lopez-suspended-federal-court-20231129-zvkb5mn3svcx5arqpr3srvstoq-story.html,2023-11-29T16:50:45Z
335,Chicago Tribune,Jason Dickinson scores his 5th goal in 4 games in the Chicago Blackhawks’ 4-3 win over the Seattle Kraken,Matt Carlson,"Tyler Johnson and MacKenzie Entwistle scored in the second period, and the Chicago Blackhawks topped the Seattle Kraken 4-3.",https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-seattle-kraken-20231129-433ybfybpbbynbht4zfw62bv4a-story.html,2023-11-29T16:41:54Z
336,Chicago Tribune,"Dr. Todd Ing, treated patients at Hines VA Hospital and wrote influential dialysis handbook",Bob Goldsborough,"Dr. Todd S. Ing,  a nephrologist and professor of medicine whose expertise was in the field of dialysis, has died at age 89.",https://www.chicagotribune.com/news/obituaries/ct-todd-ing-obituary-20231129-bszq3t5jn5ecfn5jmyaf4m4lju-story.html,2023-11-29T16:35:28Z
337,The Wall Street Journal,He Bought a Piece of the Chrysler Building. Now His Empire Is Falling Apart.,"Eliot Brown, Margot Patrick","René Benko’s Signa filed for insolvency, marking one of the most dramatic falls in the property sector in recent years",https://www.wsj.com/finance/he-bought-a-piece-of-the-chrysler-building-now-his-empire-is-falling-apart-cd4c7752,2023-11-29T16:05:00Z
338,Chicago Tribune,"Boy, 15, charged in string of armed robberies throughout city, Chicago police said",Deanese Williams-Harris,Police said the young teen was charged for participating in several armed robberies that happened within several hours on Aug. 20 throughout the city.,https://www.chicagotribune.com/news/breaking/ct-armed-robberies-string-20231129-lcs5dn3e4ze5tfcwfkn2yvhhda-story.html,2023-11-29T15:55:00Z
339,Chicago Tribune,Police warn of string of burglaries at commercial businesses on North Ave,Deanese Williams-Harris,"In each burglary, the thieves used a large rock to break the front glass doors to gain entry, and once inside ransacked the businesses before making off with cash registers, police said.",https://www.chicagotribune.com/news/breaking/ct-burglaries-north-ave-20231129-4mrdsq3tqfhjtni63efe7nci5a-story.html,2023-11-29T15:08:35Z
340,Chicago Tribune,‘Maestro’ review: Bradley Cooper wields the baton as Leonard Bernstein. But Carey Mulligan conducts the movie.,Michael Phillips,This movie is considerably more nuanced and engaging than the usual biopic. And it's full of Bernstein's glorious music.,https://www.chicagotribune.com/entertainment/movies/sc-ent-maestro-leonard-bernstein-review-1128-20231129-r2knsph365czpiargw3eb644zm-story.html,2023-11-29T14:09:30Z
341,Chicago Tribune,"As Neuqua Valley’s Joe Balgro takes on ‘big, strong dudes,’ erstwhile guard’s double-double means trouble for opponents",Matt Le Cren,"Neuqua Valley’s Joe Balgro figured he would get a chance to play a bigger role this season, but this isn’t quite what he had in mind.",https://www.chicagotribune.com/suburbs/naperville-sun/sports/ct-nvs-bbk-joe-balgro-st-1201-20231129-gbe7diuacnfb3mrefgm22qmyf4-story.html,2023-11-29T14:09:28Z
342,Chicago Tribune,"Wolverines threatened with extinction as climate change melts their snowy mountain refuges, US says",Matthew Brown,"About 300 surviving animals in the contiguous U.S. live in fragmented, isolated groups at high elevations.",https://www.chicagotribune.com/nation-world/ct-aud-nw-wolverines-extinction-threat-20231129-ckqrmwz3dvab5dz5hksrhrpp4y-story.html,2023-11-29T14:02:40Z
343,Chicago Tribune,"In the US, Black survivors are nearly invisible in the Catholic clergy sexual abuse crisis",Tiffany Stanley and Lea Skene,"Cases of clergy abuse among African Americans are underreported, experts say, and the U.S. Catholic Church generally does not publicly track the race or ethnicity of victims.",https://www.chicagotribune.com/nation-world/ct-aud-nw-catholic-sex-abuse-black-victims-20231129-xzpgbviacrgjbj3arzj5gln5pu-story.html,2023-11-29T13:57:45Z
344,Chicago Tribune,"Teams can’t stop Crown Point’s Ava Ziolkowski, who has scored 40 three times. ‘She is a complete basketball player.’",Michael Osipoff,"As Crown Point senior forward Ava Ziolkowski continues to post ridiculous numbers, coach Chris Seibert can’t quite say he’s surprised.",https://www.chicagotribune.com/suburbs/post-tribune/sports/ct-ptb-gbk-ziolkowski-st-1130-20231129-dlnqizmlhba53itzuk7dsm2qbq-story.html,2023-11-29T13:13:43Z
345,Reuters,Italy's Saipem wins contracts in Brazil and Guyana worth $1.9 billion,Reuters,"Italian energy engineering and infrastructure company Saipem <a href=""https://www.reuters.com/markets/companies/SPMI.MI"" target=""_blank"">(SPMI.MI)</a> has won two offshore contracts in Brazil and Guyana worth around $1.9 billion in total, it said on Wednesday.",https://www.reuters.com/business/energy/italys-saipem-wins-contracts-brazil-guyana-worth-19-billion-2023-11-29/,2023-11-29T13:03:08Z
346,Chicago Tribune,Alleged Old Post Office scheme to stay on display in corruption trial of ex-Ald. Edward Burke,"Jason Meisner, Megan Crepeau, Ray Long",Jurors in the corruption trial of former Ald. Ed Burke are expected to hear more evidence Wednesday about the formidable alderman’s alleged attempts to extort the developers of the huge Old Post Office project,https://www.chicagotribune.com/news/criminal-justice/ct-ald-ed-burke-corruption-trial-day-11-20231129-j7cquayrzrewrbrv77gardayfi-story.html,2023-11-29T13:01:16Z
347,Chicago Tribune,Paul Vallas: The mayor’s second 100 days show him failing to prioritize the needs of city businesses,Paul Vallas,The mayor’s actions leave no doubt that his sanctuary city supporters and the Chicago Teachers Union will be given primacy over Chicagoans.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-brandon-johnson-second-100-days-businesses-20231129-ekfrvbw5cvcwbmjjcgxjstk4uq-story.html,2023-11-29T13:00:00Z
348,The Wall Street Journal,It Was Back to the Literal Drawing Board When These Two Architects Imagined Their Own Home,Nancy Keates,"Eschewing technology, this couple used hand-drawn schematics and physical models to design their dream home in Minneapolis",https://www.wsj.com/real-estate/luxury-homes/it-was-back-to-the-literal-drawing-board-when-these-two-architects-imagined-their-own-home-fc530ac8,2023-11-29T12:57:45Z
349,Chicago Tribune,Daywatch: 2023 Holiday Cookie Contest winners announced,Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter--20231129-tyfmdwn63jbfhbilawh4pshjbi-story.html,2023-11-29T12:50:51Z
350,The Wall Street Journal,Tech’s New Normal: Microcuts Over Growth at All Costs,Katherine Bindley,"Amazon, Google, Microsoft and Meta are making strategic trims even as they rebound from the tech downturn",https://www.wsj.com/tech/techs-new-normal-microcuts-over-growth-at-all-costs-b80bb18b,2023-11-29T12:38:01Z
351,Reuters,Okta Says Hackers Stole Data For All Customer Support Users In Cyber Breach,Reuters,"Okta <a href=""https://www.reuters.com/markets/companies/OKTA.O"" target=""_blank"">(OKTA.O)</a> said on Tuesday that hackers stole information on all users of its customer support system in a network breach two months ago.",https://www.reuters.com/technology/cybersecurity/okta-says-hackers-stole-data-all-customer-support-users-cyber-breach-2023-11-29/,2023-11-29T12:33:15Z
352,The Wall Street Journal,Tiger Woods Is Back and Teeing Off on PGA Tour's Secretive Saudi Deal...,"Andrew Beaton, Louise Radnofsky","Ahead of his comeback from ankle surgery, the golf legend called the status of the negotiations with LIV Golf’s backers “murky” and expressed frustration with how players were excluded from the initial talks",https://www.wsj.com/sports/golf/tiger-woods-liv-golf-pga-tour-merger-saudi-arabia-7d4cefa1,2023-11-29T12:31:37Z
353,Chicago Tribune,Harvard Health: What does a birth doula do?,Maureen Salamon,Some research suggests that doula care may benefit both mother and baby. Here's what to know if you're considering doula care.,https://www.chicagotribune.com/people/health/ct-harvard-health-birth-doula-explained-20231129-uii25abvxnbodkr2kksypyhcve-story.html,2023-11-29T12:00:00Z
354,Chicago Tribune,"Chicago basketball report: Bulls head home on a 5-game losing streak, DeMar DeRozan praises JuJu Watkins",Julia Poe,The Chicago Bulls are 5-14 after losing all four games of their road trip. Artūras Karnišovas is taking responsibility. And DeMar DeRozan had high praise for USC freshman JuJu Watkins.,https://www.chicagotribune.com/sports/ct-chicago-bulls-chicago-basketball-report-20231129-ihopb6ek4jbldeh32nm6uotaqu-story.html,2023-11-29T12:00:00Z
355,Chicago Tribune,"4 things we heard from Chicago Bears coach Matt Eberflus, including Luke Getsy’s offensive game plan and Justin Fields’ postgame thank-you",Colleen Kane,Chicago Bears quarterback Justin Fields thanked his teammates for sticking with him after two fourth-quarter fumbles.,https://www.chicagotribune.com/sports/bears/ct-cb-chicago-bears-matt-eberflus-20231129-qddpz5jsordztgv7yi4i7tyrx4-story.html,2023-11-29T12:00:00Z
356,Chicago Tribune,Review: ‘A Christmas Carol’ at the Goodman Theatre is a play to make you believe kindness can win,Emily McClanathan,“A Christmas Carol” urges us to open our hearts to our fellow passengers through this life. May even the most cynical among us take heed.,https://www.chicagotribune.com/entertainment/theater/reviews/ct-ent-christmas-carol-goodman-theatre-20231129-thqmvuzbxvbh7iv7zunlyvf2x4-story.html,2023-11-29T11:35:00Z
357,Chicago Tribune,‘Slow Horses’ review: Violence overwhelms Season 3 of the sardonic spy series,Nina Metz,"There's less cerebral gamesmanship this time around, but Gary Oldman's Jackson Lamb remains as effectively grotesque as ever.",https://www.chicagotribune.com/entertainment/what-to-watch/ct-ent-review-slow-horses-s3-20231129-cuhtobqf55c3nmhplwugthwboq-story.html,2023-11-29T11:30:00Z
358,Reuters,Walmart shifts to India from China for cheaper imports,Richa Naidu,"Walmart <a href=""https://www.reuters.com/markets/companies/WMT.N"" target=""_blank"">(WMT.N)</a> is importing more goods to the United States from India and reducing its reliance upon China as it looks to cut costs and diversify its supply chain, data seen by Re…",https://www.reuters.com/business/retail-consumer/walmart-shifts-india-china-cheaper-imports-2023-11-29/,2023-11-29T11:23:16Z
359,Chicago Tribune,Editorial: Corporate America needs to embrace a new office-worker model,The Editorial Board,Surveys make clear American workers don't want a return to five days a week in the office. Corporate America needs to work harder on a new hybrid model.,https://www.chicagotribune.com/opinion/editorials/ct-editorials-work-from-home-labor-offices-corporations-20231129-f4g4zfr5cfeu7i6vuoawbfmluy-story.html,2023-11-29T11:00:00Z
360,Chicago Tribune,"When Don and Barbara Rickles met Bob and Ginnie Newhart, they became friends for life — as told in Judd Apatow’s latest film",Rick Kogan,"Judd Apatow's latest film, ""Bob and Don: A Love Story,"" is one of the best movies of this or any year.",https://www.chicagotribune.com/entertainment/ct-ent-bob-newhart-don-rickles-documentary-kogan-20231129-6dcz3jzxbncwhpqamoocrp5bxa-story.html,2023-11-29T11:00:00Z
361,Chicago Tribune,"As Chicago considers city-run grocery, officials say all options are on the table. But the challenges are steep.",Talia Soglin,"As the South and West sides see more groceries close, Mayor Brandon Johnson's administration is considering opening a city-run store.",https://www.chicagotribune.com/business/ct-biz-municipally-owned-grocery-stores-20231129-7py5ywmeyjbhzeairky4kr4tly-story.html,2023-11-29T11:00:00Z
362,Chicago Tribune,Lukas Nelson & Promise of the Real promise to put on a party in Rosemont,Janine Schaults,"Lukas Nelson & Promise of the Real come to Rosemont on the heels of the release of their eighth studio album, “Sticks and Stones.”",https://www.chicagotribune.com/entertainment/music/ct-ent-lukas-nelson-joes-concert-chicago-20231129-nnjdn5npj5bltjxwxxpvxh6yni-story.html,2023-11-29T11:00:00Z
363,Chicago Tribune,Letters: Underlying issues between Israelis and Palestinians need to be addressed,Chicago Tribune,The truce and release of Israeli hostages must not detract from addressing the major underlying issues that have fueled the conflicts between Israelis and Palestinians.,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-112923-20231129-xqac4fe3ofe47lmgmmer2ijzla-story.html,2023-11-29T11:00:00Z
364,Chicago Tribune,Law professors: Universities’ shifting policies toward speech are not only hypocritical but also illegal,"Max Schanzenbach, Kimberly Yuracko","Many universities have punished speech they found odious, but despite cases of hateful speech after Oct. 7, universities have been largely mum.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-universities-speech-policies-israel-gaza-palestinians-harvard-20231129-lqwthaanrjhu7opoq2bjbiuv24-story.html,2023-11-29T11:00:00Z
365,Chicago Tribune,Searching for a holiday miracle in Branson — Missouri’s ultimate Christmas town,Linze Rice,"Could Branson, known as most Christmassy of all Christmas towns, meet my high expectations for merry-making and help heal a broken heart?",https://www.chicagotribune.com/travel/ct-travel-christmas-in-branson-mo-20231201-fsxuw2rfjfaifneejdm3f3tqtq-story.html,2023-11-29T11:00:00Z
