Row Number,Publisher,Title,Author,Description,URL,Published At
207,Chicago Tribune,"Cubs Convention 2024: Ricketts family and business panels are out, while more autograph sessions are added",Meghan Montemurro,The Chicago Cubs have made changes to the programming for the 2024 Cubs Convention.,https://www.chicagotribune.com/sports/cubs/ct-chicago-cubs-convention-changes-20231218-q45nymzsh5eqlbixwhkqrxibwy-story.html,2023-12-18T17:16:32Z
208,Chicago Tribune,"Providence wrestler Tommy Banas, who also boxes, breaks through as a freshman. ‘It’s just all glory if you win.’",Patrick McGavin,Providence freshman Tommy Banas has a 22-3 record at 126 pounds in his rookie varsity season and has already won two tournament titles.,https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-wre-provi-banas-st-1219-20231218-slp3kfav6bgczf4i2fy6yrzhii-story.html,2023-12-18T16:41:48Z
209,Chicago Tribune,"Columbia College reaches tentative agreement with part-time faculty, ending historically long strike",Zareen Syed,The deal will be submitted for a ratification vote this week by the Columbia Faculty Union. Classes have already ended for the fall.,https://www.chicagotribune.com/education/ct-columia-college-strike-20231218-xj6ntwdse5e4hncet254hdkjju-story.html,2023-12-18T16:33:15Z
210,Chicago Tribune,"Veronica Bafia, the team’s only senior, leads the way for Lockport. ‘The other players feed off that energy.’",Gregg Voss,Veronica Bafia finished with nine points and seven rebounds during a 46-35 loss in the Oak Lawn Holiday Tournament championship game.,https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-gbk-lckprt-bafia-st-1219-20231218-vuwlqydj3jfs3luwapixj3lbtm-story.html,2023-12-18T16:10:05Z
211,Chicago Tribune,"Chicago weather: Blustery winds, scattered snow showers expected Monday. Roads could be slippery.",Rebecca Johnson,"The weather service predicts isolated snow showers before 5 p.m., with temperatures falling to about 28 degrees by 1 p.m. Overnight, temperatures will fall into the lower 20s.",https://www.chicagotribune.com/weather/ct-blustery-winds-snow-showers-weather-20231218-t7bmljd2qbgxxax7ic5ywdn5xe-story.html,2023-12-18T16:07:07Z
212,Chicago Tribune,"Migrant boy, 5, dies during shelter stay after medical emergency, police say",Jake Sheridan,"Jean Carlos Martinez Rivero, 5, was staying at a shelter in Pilsen when he was transported to a hospital and died, police said",https://www.chicagotribune.com/immigration/ct-migrant-boy-5-year-old-dies-shelter-20231218-jfuucbd2qjao7n24l47gycu5eq-story.html,2023-12-18T15:42:22Z
213,Chicago Tribune,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County",From Staff Reports,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-local-scores-st-1219-20231218-rogactlcl5dqfo6os537os43bq-story.html,2023-12-18T15:28:59Z
214,Chicago Tribune,"Woman arrested after 1-year-old boy dies from child abuse in Grand Crossing, police say",Rebecca Johnson,"A woman was arrested Sunday evening after a 1-year-old boy died from child abuse injuries in Grand Crossing, according to Chicago police",https://www.chicagotribune.com/news/breaking/ct-boy-dies-child-abuse-grand-crossing-20231218-znvjspd3djh6neqspxvtktnetu-story.html,2023-12-18T15:26:01Z
215,Chicago Tribune,"Jury to finally start deliberating in ex-Ald. Ed Burke corruption case, but not until lengthy instructions are read","Jason Meisner, Ray Long, Megan Crepeau","After five weeks of testimony, early 40 witnesses, more than 100 secret recordings, two COVID-related delays and about 16 hours of closing arguments, the jury in the corruption trial of former Chicago Ald. Ed Burke will begin deliberating",https://www.chicagotribune.com/news/criminal-justice/ct-ald-ed-burke-corruption-trial-day-24-deliberations-20231218-mlf3i3oaeff4ldlflyt5wcnvny-story.html,2023-12-18T15:18:30Z
216,Chicago Tribune,"Travelers warned to be prepared for traffic on roads, crowds at airports this holiday season",David Sharos,"According to statistics compiled by the AAA – The Auto Club Group, nearly 6 million Illinoisans will travel 50 miles of more this holiday season, an increase of 2.5% over a year ago.",https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-fox-valley-travel-st-1219-20231218-wdbz532vorbrnphpzsoysjh35e-story.html,2023-12-18T15:06:01Z
217,Chicago Tribune,"Eric Montross, a former North Carolina and NBA big man, dies at 52 after cancer fight",Chicago Tribune,The family of former North Carolina and NBA big man Eric Montross says he has died after a cancer fight. He was 52.,https://www.chicagotribune.com/sports/college/ct-eric-montross-north-carolina-dies-20231218-gie6ebyhobetpjliw2rzlj3xia-story.html,2023-12-18T15:05:05Z
218,Chicago Tribune,"Love it or hate it, self-checkout is here to stay. But it’s going through a reckoning",Anne D'Innocenzio,"Self-checkout, first tested in supermarkets in the late 1980s, gained momentum 20 years ago. But grocers ramped it up even more three years ago to address the pandemic-induced severe labor shortages.",https://www.chicagotribune.com/nation-world/ct-aud-nw-self-checkout-reckoning-20231218-gih6s2izhvhd3lvzddazsj7n74-story.html,2023-12-18T13:22:50Z
219,Chicago Tribune,Flooding drives millions to move as climate-driven migration patterns emerge,Michael Phillis and Camille Fassett,"Flooding is driving millions of people to move out of their homes, limiting growth in some prospering communities and accelerating the decline of others, according to a new study.",https://www.chicagotribune.com/nation-world/ct-aud-nw-climate-change-flooding-20231218-z4zldeqqwrfyzbhiyxw3e6d7mq-story.html,2023-12-18T13:19:30Z
220,The Wall Street Journal,The Era of Big Taxes Is Upon Us...,Tom Fairless,"With debt more expensive, rich countries are turning to voters and businesses to pay for growing spending needs",https://www.wsj.com/economy/global/taxes-governments-worldwide-9e07c2c0,2023-12-18T12:58:39Z
221,Chicago Tribune,Daywatch: Will ex-Ald. Ed Burke get a Christmas wish or a lump of coal?,Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter-121823-20231218-bgfqd2zl2jckbdqr3lkykxchra-story.html,2023-12-18T12:31:32Z
222,Chicago Tribune,Chicago Bears are running out of bounce-back opportunities. Brad Biggs’ 10 thoughts on the Week 15 meltdown.,Brad Biggs,"At 5-9, with playoff hopes minuscule, the Chicago Bears are running out of bounce-back opportunities. Finishing could be a project for the offseason ahead.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-biggs-10-thoughts-20231218-vqmkcu6n3bgsdautwtuzwaufwy-story.html,2023-12-18T12:29:04Z
223,Chicago Tribune,Bulls’ Ayo Dosunmu adds layers to his game while staying true to himself. ‘You can tell he’s from Chicago by the way he plays.’,Julia Poe,"Ayo Dosunmu focused on adding layers to his finishing and pace of play over the offseason. Now, the Chicago Bulls are seeing the benefits.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-ayo-dosunmu-20231218-vidrpbj4uvaxrhxpphekj5ks6y-story.html,2023-12-18T12:00:00Z
224,Chicago Tribune,"College football’s transfer portal adds another challenge for coaches: First recruit players, then retain them","Pete Iacobelli, John Zenor","College football recruiting may start in the homes of high school players, but more than ever it never really stops once they are on campus.",https://www.chicagotribune.com/sports/college/ct-college-football-transfer-portal-20231218-kpauy65k5nbjpeht73txybxgnm-story.html,2023-12-18T12:00:00Z
225,Chicago Tribune,Daniel Johnson: US soldiers at risk of suffering brain injuries from their own weapons,Daniel Johnson,"Traumatic brain inju­ries caused by explosions and other hazards during military service have been linked to mental health issues, including suicide.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-military-brain-injury-weapons-20231218-e3turug745chzjexkf3qwhrwlq-story.html,2023-12-18T11:00:00Z
226,Chicago Tribune,Sheldon H. Jacobson: An important holiday gift that everyone should consider giving,Sheldon H. Jacobson,The best gift one can offer people who we care about is our time and our attention.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-the-best-holiday-gift-quality-time-20231218-zh7xrk2ijjatvdlig5leu6hol4-story.html,2023-12-18T11:00:00Z
227,Chicago Tribune,Editorial: Here’s how the IRS whistleblower revealed the flaws of the US tax code. He still committed a serious crime.,The Editorial Board,So how did the IRS tax returns of the super-rich get revealed to the media? A plea agreement has some fascinating facts and reminds us of the need to fund the IRS.,https://www.chicagotribune.com/opinion/editorials/ct-editorial-irs-trump-leaked-returns-chaz-littlejohn-20231218-cfppeybtufairmqnktdnm2eqsy-story.html,2023-12-18T11:00:00Z
228,Chicago Tribune,"Laura Washington: When the jury decides the fate of ex-Ald. Ed Burke, let’s hope his buddies are listening",Laura Washington,I hope ex-Ald. Ed Burke's friends were doing more than glad-handing. Have they heard about the feds’ monumentally successful history?,https://www.chicagotribune.com/opinion/commentary/ct-column-ed-burke-trial-corruption-chicago-20231218-54hntquifbgwdlefat64o3ahju-story.html,2023-12-18T11:00:00Z
229,Chicago Tribune,"‘Tripledemic’? Local medical experts urge vaccination as COVID, flu and RSV hospitalizations spike nationwide",Angie Leventis Lourgos,The CDC is issuing an “urgent need” to raise vaccination coverage against all three viruses.,https://www.chicagotribune.com/news/breaking/ct-covid-hospitalizations-rise-vaccination-uptake-low-20231218-wiinpllgcvavbdwszuyyq2wsau-story.html,2023-12-18T11:00:00Z
230,Chicago Tribune,"From unmanned kayaks to old-school dragnets, biologists try new approaches to remove invasive carp from Illinois waterways",Adriana Pérez,"750,000 pounds of silver carp were removed from the Illinois River over 10 days in what officials believe to be a record for freshwater harvest in the country.",https://www.chicagotribune.com/news/environment/ct-invasive-carp-illinois-river-netting-kayaks-20231218-jkxpp65jojhsxfbgcc7avgvlby-story.html,2023-12-18T11:00:00Z
231,Chicago Tribune,Letters: Chicago wants to fix something that isn’t broken - selective enrollment schools,Chicago Tribune,"As a graduate of one of these high schools, I can attest that making these institutions open admissions would be a disastrous act of self-sabotage.",https://www.chicagotribune.com/opinion/letters/ct-letters-vp-121823-20231218-i4toug7k5zdp5goxmcsuuxujz4-story.html,2023-12-18T11:00:00Z
232,Chicago Tribune,Ask Amy: Readers should put ‘A Book on Every Bed’,Amy Dickinson,"Dear Readers: For the past 14 years, I have devoted one December column entirely to the idea of giving books to children on Christmas morning (or whatever wintertime holiday you celebrate).",https://www.chicagotribune.com/advice/ask-amy-dickinson-20231218-gagis37a2bc7rpvu2kdk5lnrfm-story.html,2023-12-18T09:30:00Z
233,The Wall Street Journal,Biden’s Drug-Price Boomerang,The Editorial Board,Prices are rising faster since the IRA passed. Here’s why.,https://www.wsj.com/articles/bidens-drug-price-boomerang-630d284d,2023-12-18T05:55:34Z
234,The Wall Street Journal,China’s Millionaires Are Worried. That’s a Problem for Wall Street.,"Elaine Yu, Rebecca Feng",Big banks joined the race to serve China’s wealthy. That business has come under pressure.,https://www.wsj.com/finance/banking/chinas-millionaires-are-worried-thats-a-problem-for-wall-street-2fb0992b,2023-12-18T05:15:00Z
235,Chicago Tribune,"Darnell Mooney’s Hail Mary drop will make the Chicago Bears’ lowlight reel, but far more went wrong for the offense",Colleen Kane,"There were more memorable bad plays than good ones, but Darnell Mooney and wide receiver DJ Moore both supported Justin Fields when asked whether he should be the team’s quarterback beyond this season.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-darnell-mooney-drop-20231218-smxlbyzhrbdmhfrelrgh7qlfe4-story.html,2023-12-18T02:32:20Z
236,The Wall Street Journal,Oil Gains; Red Sea Ship Attacks Raise Concerns,,,https://www.wsj.com/business/energy-oil/oil-gains-red-sea-ship-attacks-raise-concerns-0dac7ab3,2023-12-18T01:11:00Z
237,Chicago Tribune,"Charles ‘Corky’ Goodman, Chicago businessman, philanthropist, advocate for Jewish causes, dies at 90",Bob Goldsborough,"He participated in the development of the city of Jerusalem and the Operation Exodus movement, which helped relocate more than a million Jews from Eastern Europe to Israel.",https://www.chicagotribune.com/news/obituaries/ct-charles-goodman-obit-20231218-ac3qezlr3beo7elpf3yalticim-story.html,2023-12-18T01:03:33Z
238,Chicago Tribune,‘Devastating’: The Chicago Bears’ latest loss — with another blown lead in Cleveland — may cut the deepest,Dan Wiederer,The NFL’s unofficial 24-hour rule isn’t one-size-fits-all. Thus the Chicago Bears will have to live through the nightmare of replaying Sunday’s 20-17 late collapse in all its gory detail.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-matt-eberflus-20231218-jjwnh5sxqvfy5infny7d42t33i-story.html,2023-12-18T00:59:07Z
239,Chicago Tribune,"Chicago Blackhawks continue to take the lead and then lose, this time 4-3 to the Vancouver Canucks",Phil Thompson,"For the fifth time in the last six games, the Chicago Blackhawks scored first. But they couldn't hold the lead and fell to the visiting Vancouver Canucks, 4-3.",https://www.chicagotribune.com/sports/blackhawks/ct-blackhawks-canucks-20231217-r7treoztyjd3jbvusyue2gwj4e-story.html,2023-12-17T22:57:45Z
240,Chicago Tribune,"Baker Mayfield throws for 381 yards, 4 touchdowns, Buccaneers keep pace in NFC South by beating Packers 34-20",Steve Megargee,"Baker Mayfield threw for 381 yards and four touchdowns, and the Tampa Bay Buccaneers won their third straight, 34-20 over the Green Bay Packers.",https://www.chicagotribune.com/sports/breaking/ct-packers-buccaneers-20231217-sl2v4skqwvclhnggnud66eyybe-story.html,2023-12-17T22:18:21Z
241,The Wall Street Journal,U.N. Calls for Investigation of Deaths at Hospital Israel Says Was Hamas Command Center,Saeed Shah,"Israeli military says it detained militants, found weapons at Kamal Adwan Hospital, where staff say patients died from lack of water, other supplies",https://www.wsj.com/world/middle-east/u-n-calls-for-investigation-of-deaths-at-hospital-israel-says-was-hamas-command-center-7c02ac1d,2023-12-17T20:56:20Z
