,Original Title Text,Normalized Title,Original Description Text,Normalized Description,Original Author Text,Normalized Author
326,Aaron Rodgers’ 21-day practice window begins for New York Jets in QB’s next step in recovery from torn Achilles tendon,"['aaron', 'rodger', 'practic', 'window', 'begin', 'new', 'york', 'jet', 'qb', 'next', 'step', 'recoveri', 'torn', 'achil', 'tendon']","The New York Jets opened the 21-day practice window for quarterback Aaron Rodgers on Wednesday, the next step in the four-time NFL MVP’s rehabilitation from a torn Achilles tendon.","['new', 'york', 'jet', 'open', 'practic', 'window', 'quarterback', 'aaron', 'rodger', 'wednesday', 'next', 'step', 'nfl', 'mvp', 'rehabilit', 'torn', 'achil', 'tendon']",Dennis Waszak Jr.,"['denni', 'waszak', 'jr']"
327,"Mark Kellar, who won the 1973 NCAA rushing title as a Northern Illinois fullback, dies at 71","['mark', 'kellar', '1973', 'ncaa', 'rush', 'titl', 'northern', 'illinoi', 'fullback', 'die', '71']","As an NIU senior in 1973, Mark Kellar rushed for 1,719 yards to outpace three Heisman Trophy winners — Tony Dorsett, John Cappelletti and Archie Griffin — for the Division I-A rushing title.","['niu', 'senior', '1973', 'mark', 'kellar', 'rush', 'yard', 'outpac', 'three', 'heisman', 'trophi', 'winner', 'toni', 'dorsett', 'john', 'cappelletti', 'archi', 'griffin', 'divis', 'rush', 'titl']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
328,Former Indiana state Rep. Sean Eberhart pleads guilty to casino corruption charge,"['former', 'indiana', 'state', 'sean', 'eberhart', 'plead', 'guilti', 'casino', 'corrupt', 'charg']",A former Indiana lawmaker pleaded guilty Tuesday to supporting a bill favoring a casino in exchange for promises of lucrative employment.,"['former', 'indiana', 'lawmak', 'plead', 'guilti', 'tuesday', 'support', 'bill', 'favor', 'casino', 'exchang', 'promis', 'lucr', 'employ']",Isabella Volmert,"['isabella', 'volmert']"
329,Autoworker strike cost General Motors $1.1 billion,"['autowork', 'strike', 'cost', 'gener', 'motor', 'billion']","GM, as well as rivals Ford and Jeep maker Stellantis, agreed to new contracts with the UAW that raise top assembly plant worker pay by about 33% by the time the deals expire in April of 2028.","['gm', 'well', 'rival', 'ford', 'jeep', 'maker', 'stellanti', 'agre', 'new', 'contract', 'uaw', 'rais', 'top', 'assembl', 'plant', 'worker', 'pay', '33', 'time', 'deal', 'expir', 'april', '2028']",Tom Krisher,"['tom', 'krisher']"
330,"CJ Savage steps into void left by Terrence Smith’s foul trouble, lifts West Aurora past Yorkville: ‘He has to lead.’","['cj', 'savag', 'step', 'void', 'left', 'terrenc', 'smith', 'foul', 'troubl', 'lift', 'west', 'aurora', 'past', 'yorkvil', 'lead']",CJ Savage scored a game-high 19 points as West Aurora rolled to a 55-33 win over Illinois recruit Jason Jakstys and the shorthanded Foxes.,"['cj', 'savag', 'score', '19', 'point', 'west', 'aurora', 'roll', 'win', 'illinoi', 'recruit', 'jason', 'jaksti', 'shorthand', 'fox']",Rick Armstrong,"['rick', 'armstrong']"
331,Inheritance money in dispute after death of woman who made millions off sale of Sue the T-rex remains,"['inherit', 'money', 'disput', 'death', 'woman', 'made', 'million', 'sale', 'sue', 'remain']",Fossil hunters discovered the skeleton in 1990 on property owned by Maurice and Darlene Williams that sits on the Cheyenne River Reservation in South Dakota. The couple made $7.6 million from the auction of Sue — now on display at Chicago’s Field Museum.,"['fossil', 'hunter', 'discov', 'skeleton', '1990', 'properti', 'own', 'mauric', 'darlen', 'william', 'sit', 'cheyenn', 'river', 'reserv', 'south', 'dakota', 'coupl', 'made', 'million', 'auction', 'sue', 'display', 'chicago', 'field', 'museum']",Chicago Tribune,"['chicago', 'tribun']"
332,Inheritance money in dispute after death of woman who made millions off sale of Sue the T-rex remains,"['inherit', 'money', 'disput', 'death', 'woman', 'made', 'million', 'sale', 'sue', 'remain']",Fossil hunters discovered the skeleton in 1990 on property owned by Maurice and Darlene Williams that sits on the Cheyenne River Reservation in South Dakota. The couple made $7.6 million from the auction of Sue — now on display at Chicago’s Field Museum.,"['fossil', 'hunter', 'discov', 'skeleton', '1990', 'properti', 'own', 'mauric', 'darlen', 'william', 'sit', 'cheyenn', 'river', 'reserv', 'south', 'dakota', 'coupl', 'made', 'million', 'auction', 'sue', 'display', 'chicago', 'field', 'museum']",Chicago Tribune,"['chicago', 'tribun']"
333,Longtime Chicago mob attorney Joe ‘The Shark’ Lopez suspended by federal court after bashing former drug client ‘King Rudy’ for flipping,"['longtim', 'chicago', 'mob', 'attorney', 'joe', 'shark', 'lopez', 'suspend', 'feder', 'court', 'bash', 'former', 'drug', 'client', 'king', 'rudi', 'flip']","Two months after being accused of badmouthing a former drug client on social media for turning government informant, longtime Chicago defense attorney Joseph “The Shark” Lopez was suspended","['two', 'month', 'accus', 'badmouth', 'former', 'drug', 'client', 'social', 'medium', 'turn', 'govern', 'inform', 'longtim', 'chicago', 'defens', 'attorney', 'joseph', 'shark', 'lopez', 'suspend']",Jason Meisner,"['jason', 'meisner']"
334,Jason Dickinson scores his 5th goal in 4 games in the Chicago Blackhawks’ 4-3 win over the Seattle Kraken,"['jason', 'dickinson', 'score', '5th', 'goal', '4', 'game', 'chicago', 'blackhawk', 'win', 'seattl', 'kraken']","Tyler Johnson and MacKenzie Entwistle scored in the second period, and the Chicago Blackhawks topped the Seattle Kraken 4-3.","['tyler', 'johnson', 'mackenzi', 'entwistl', 'score', 'second', 'period', 'chicago', 'blackhawk', 'top', 'seattl', 'kraken']",Matt Carlson,"['matt', 'carlson']"
335,"Dr. Todd Ing, treated patients at Hines VA Hospital and wrote influential dialysis handbook","['todd', 'ing', 'treat', 'patient', 'hine', 'va', 'hospit', 'wrote', 'influenti', 'dialysi', 'handbook']","Dr. Todd S. Ing,  a nephrologist and professor of medicine whose expertise was in the field of dialysis, has died at age 89.","['todd', 'ing', 'nephrologist', 'professor', 'medicin', 'whose', 'expertis', 'field', 'dialysi', 'die', 'age', '89']",Bob Goldsborough,"['bob', 'goldsborough']"
336,He Bought a Piece of the Chrysler Building. Now His Empire Is Falling Apart.,"['bought', 'piec', 'chrysler', 'build', 'empir', 'fall', 'apart']","René Benko’s Signa filed for insolvency, marking one of the most dramatic falls in the property sector in recent years","['rené', 'benko', 'signa', 'file', 'insolv', 'mark', 'one', 'dramat', 'fall', 'properti', 'sector', 'recent', 'year']","Eliot Brown, Margot Patrick","['eliot', 'brown', 'margot', 'patrick']"
337,"Boy, 15, charged in string of armed robberies throughout city, Chicago police said","['boy', '15', 'charg', 'string', 'arm', 'robberi', 'throughout', 'citi', 'chicago', 'polic', 'said']",Police said the young teen was charged for participating in several armed robberies that happened within several hours on Aug. 20 throughout the city.,"['polic', 'said', 'young', 'teen', 'charg', 'particip', 'sever', 'arm', 'robberi', 'happen', 'within', 'sever', 'hour', '20', 'throughout', 'citi']",Deanese Williams-Harris,['deanes']
338,Police warn of string of burglaries at commercial businesses on North Ave,"['polic', 'warn', 'string', 'burglari', 'commerci', 'busi', 'north', 'ave']","In each burglary, the thieves used a large rock to break the front glass doors to gain entry, and once inside ransacked the businesses before making off with cash registers, police said.","['burglari', 'thiev', 'use', 'larg', 'rock', 'break', 'front', 'glass', 'door', 'gain', 'entri', 'insid', 'ransack', 'busi', 'make', 'cash', 'regist', 'polic', 'said']",Deanese Williams-Harris,['deanes']
339,‘Maestro’ review: Bradley Cooper wields the baton as Leonard Bernstein. But Carey Mulligan conducts the movie.,"['maestro', 'review', 'bradley', 'cooper', 'wield', 'baton', 'leonard', 'bernstein', 'carey', 'mulligan', 'conduct', 'movi']",This movie is considerably more nuanced and engaging than the usual biopic. And it's full of Bernstein's glorious music.,"['movi', 'consider', 'nuanc', 'engag', 'usual', 'biopic', 'full', 'bernstein', 'gloriou', 'music']",Michael Phillips,"['michael', 'phillip']"
340,"As Neuqua Valley’s Joe Balgro takes on ‘big, strong dudes,’ erstwhile guard’s double-double means trouble for opponents","['neuqua', 'valley', 'joe', 'balgro', 'take', 'big', 'strong', 'dude', 'erstwhil', 'guard', 'mean', 'troubl', 'oppon']","Neuqua Valley’s Joe Balgro figured he would get a chance to play a bigger role this season, but this isn’t quite what he had in mind.","['neuqua', 'valley', 'joe', 'balgro', 'figur', 'would', 'get', 'chanc', 'play', 'bigger', 'role', 'season', 'quit', 'mind']",Matt Le Cren,"['matt', 'le', 'cren']"
341,"Wolverines threatened with extinction as climate change melts their snowy mountain refuges, US says","['wolverin', 'threaten', 'extinct', 'climat', 'chang', 'melt', 'snowi', 'mountain', 'refug', 'u', 'say']","About 300 surviving animals in the contiguous U.S. live in fragmented, isolated groups at high elevations.","['300', 'surviv', 'anim', 'contigu', 'live', 'fragment', 'isol', 'group', 'high', 'elev']",Matthew Brown,"['matthew', 'brown']"
342,"In the US, Black survivors are nearly invisible in the Catholic clergy sexual abuse crisis","['u', 'black', 'survivor', 'nearli', 'invis', 'cathol', 'clergi', 'sexual', 'abus', 'crisi']","Cases of clergy abuse among African Americans are underreported, experts say, and the U.S. Catholic Church generally does not publicly track the race or ethnicity of victims.","['case', 'clergi', 'abus', 'among', 'african', 'american', 'underreport', 'expert', 'say', 'cathol', 'church', 'gener', 'publicli', 'track', 'race', 'ethnic', 'victim']",Tiffany Stanley and Lea Skene,"['tiffani', 'stanley', 'lea', 'skene']"
343,"Teams can’t stop Crown Point’s Ava Ziolkowski, who has scored 40 three times. ‘She is a complete basketball player.’","['team', 'stop', 'crown', 'point', 'ava', 'ziolkowski', 'score', '40', 'three', 'time', 'complet', 'basketbal', 'player']","As Crown Point senior forward Ava Ziolkowski continues to post ridiculous numbers, coach Chris Seibert can’t quite say he’s surprised.","['crown', 'point', 'senior', 'forward', 'ava', 'ziolkowski', 'continu', 'post', 'ridicul', 'number', 'coach', 'chri', 'seibert', 'quit', 'say', 'surpris']",Michael Osipoff,"['michael', 'osipoff']"
344,Italy's Saipem wins contracts in Brazil and Guyana worth $1.9 billion,"['itali', 'saipem', 'win', 'contract', 'brazil', 'guyana', 'worth', 'billion']","Italian energy engineering and infrastructure company Saipem <a href=""https://www.reuters.com/markets/companies/SPMI.MI"" target=""_blank"">(SPMI.MI)</a> has won two offshore contracts in Brazil and Guyana worth around $1.9 billion in total, it said on Wednesday.","['italian', 'energi', 'engin', 'infrastructur', 'compani', 'saipem', 'http', 'two', 'offshor', 'contract', 'brazil', 'guyana', 'worth', 'around', 'billion', 'total', 'said', 'wednesday']",Reuters,['reuter']
345,Alleged Old Post Office scheme to stay on display in corruption trial of ex-Ald. Edward Burke,"['alleg', 'old', 'post', 'offic', 'scheme', 'stay', 'display', 'corrupt', 'trial', 'edward', 'burk']",Jurors in the corruption trial of former Ald. Ed Burke are expected to hear more evidence Wednesday about the formidable alderman’s alleged attempts to extort the developers of the huge Old Post Office project,"['juror', 'corrupt', 'trial', 'former', 'ald', 'ed', 'burk', 'expect', 'hear', 'evid', 'wednesday', 'formid', 'alderman', 'alleg', 'attempt', 'extort', 'develop', 'huge', 'old', 'post', 'offic', 'project']","Jason Meisner, Megan Crepeau, Ray Long","['jason', 'meisner', 'megan', 'crepeau', 'ray', 'long']"
346,Paul Vallas: The mayor’s second 100 days show him failing to prioritize the needs of city businesses,"['paul', 'valla', 'mayor', 'second', '100', 'day', 'show', 'fail', 'priorit', 'need', 'citi', 'busi']",The mayor’s actions leave no doubt that his sanctuary city supporters and the Chicago Teachers Union will be given primacy over Chicagoans.,"['mayor', 'action', 'leav', 'doubt', 'sanctuari', 'citi', 'support', 'chicago', 'teacher', 'union', 'given', 'primaci', 'chicagoan']",Paul Vallas,"['paul', 'valla']"
347,It Was Back to the Literal Drawing Board When These Two Architects Imagined Their Own Home,"['back', 'liter', 'draw', 'board', 'two', 'architect', 'imagin', 'home']","Eschewing technology, this couple used hand-drawn schematics and physical models to design their dream home in Minneapolis","['eschew', 'technolog', 'coupl', 'use', 'schemat', 'physic', 'model', 'design', 'dream', 'home', 'minneapoli']",Nancy Keates,"['nanci', 'keat']"
348,Daywatch: 2023 Holiday Cookie Contest winners announced,"['daywatch', '2023', 'holiday', 'cooki', 'contest', 'winner', 'announc']","Good morning, Chicago. Here are some of the top stories you need to know to start your day.","['good', 'morn', 'chicago', 'top', 'stori', 'need', 'know', 'start', 'day']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
349,Tech’s New Normal: Microcuts Over Growth at All Costs,"['tech', 'new', 'normal', 'microcut', 'growth', 'cost']","Amazon, Google, Microsoft and Meta are making strategic trims even as they rebound from the tech downturn","['amazon', 'googl', 'microsoft', 'meta', 'make', 'strateg', 'trim', 'even', 'rebound', 'tech', 'downturn']",Katherine Bindley,"['katherin', 'bindley']"
350,Okta Says Hackers Stole Data For All Customer Support Users In Cyber Breach,"['okta', 'say', 'hacker', 'stole', 'data', 'custom', 'support', 'user', 'cyber', 'breach']","Okta <a href=""https://www.reuters.com/markets/companies/OKTA.O"" target=""_blank"">(OKTA.O)</a> said on Tuesday that hackers stole information on all users of its customer support system in a network breach two months ago.","['okta', 'http', 'said', 'tuesday', 'hacker', 'stole', 'inform', 'user', 'custom', 'support', 'system', 'network', 'breach', 'two', 'month', 'ago']",Reuters,['reuter']
351,Tiger Woods Is Back and Teeing Off on PGA Tour's Secretive Saudi Deal...,"['tiger', 'wood', 'back', 'tee', 'pga', 'tour', 'secret', 'saudi', 'deal']","Ahead of his comeback from ankle surgery, the golf legend called the status of the negotiations with LIV Golf’s backers “murky” and expressed frustration with how players were excluded from the initial talks","['ahead', 'comeback', 'ankl', 'surgeri', 'golf', 'legend', 'call', 'statu', 'negoti', 'liv', 'golf', 'backer', 'murki', 'express', 'frustrat', 'player', 'exclud', 'initi', 'talk']","Andrew Beaton, Louise Radnofsky","['andrew', 'beaton', 'louis', 'radnofski']"
352,Harvard Health: What does a birth doula do?,"['harvard', 'health', 'birth', 'doula']",Some research suggests that doula care may benefit both mother and baby. Here's what to know if you're considering doula care.,"['research', 'suggest', 'doula', 'care', 'may', 'benefit', 'mother', 'babi', 'know', 'consid', 'doula', 'care']",Maureen Salamon,"['maureen', 'salamon']"
